,Name,Qualification,Years_Of_Experience,Speciality_of_doctor,Location,dp_score,npv,consultation_fee
1906,Dr. Chandni Nayak,"BDS, MDS - Conservative Dentistry & Endodontics",7 Years Experience Overall,Dentist,"Tardeo, Mumbai",0,0,₹1000
1907,Dr. Shobith R Shetty,"BDS, MDS- Oral Pathology",16 Years Experience Overall,Dentist,"Indiranagar, Bangalore",97% ,(523 votes),₹400
1908,Dr. Anil Kohli,"BDS, MDS - Conservative Dentistry & Endodontics",45 Years Experience Overall,Dentist,"Lajpat Nagar, Delhi",97% ,(850 votes),₹1000
1909,Dr. Madhumitha. S,BDS,3 Years Experience Overall,Dentist,"Anna Nagar, Chennai",0,0,₹300
1910,Dr. B Gajapathi,"BDS, MDS - Prosthodontist And Crown Bridge",15 Years Experience Overall,Dentist,"Velachery, Chennai",0,0,₹500
1911,Dr. Harish G,"MDS - Prosthodontist And Crown Bridge, BDS",13 Years Experience Overall,Dentist,"Sholinganallur, Chennai",99% ,(708 votes),₹300
1912,Dr. Prashant Patel,BDS,25 Years Experience Overall,Dentist,"Borivali West, Mumbai",99% ,(470 votes),₹500
1913,Dr. Shaik Mussaveer Ahmed,BDS,9 Years Experience Overall,Dentist,"Richmond Town, Bangalore",100% ,(34 votes),₹400
1914,Dr. Subhash.C.Gupta,"BDS, MDS - Periodontics",54 Years Experience Overall  (50 years as specialist),Dentist,"Munirka, Delhi",97% ,(29 votes),₹1000
1915,Dr. Nishanth Shetty,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics, Certificate of Oral Implantology, Fellowship in Aesthetic Medicine (FAM)",11 Years Experience Overall  (6 years as specialist),Dentist,"Whitefield, Bangalore",100% ,(759 votes),₹200
1916,Dr. Taufiq Munshi,BDS,25 Years Experience Overall,Dentist,"Himayat Nagar, Hyderabad",0,0,₹500
1917,Dr. Plessy Thomas,BDS,6 Years Experience Overall,Dentist,"Greater Kailash Part 1, Delhi",0,0,₹750
1918,Dr. Uday Sharma,BDS,4 Years Experience Overall,Dentist,"Uttam Nagar, Delhi",0,0,₹100
1919,Dr. Shivanjali Bansal,BDS,18 Years Experience Overall,Dentist,"Shalimar Bagh, Delhi",98% ,(136 votes),₹500
1920,Dr. Priyanka S. Udeshi,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",8 Years Experience Overall  (4 years as specialist),Dentist,"Prabhadevi, Mumbai",0,0,₹500
1921,Dr. Usha Kiran,BDS,24 Years Experience Overall,Dentist,"Vidyanagar, Hyderabad",99% ,(396 votes),₹300
1922,Dr. Kruti Shah,BDS,13 Years Experience Overall,Dentist,"Gachibowli, Hyderabad",0,0,₹500
1923,Dr. Taruna,BDS,9 Years Experience Overall,Dentist,"Jubilee Hills, Hyderabad",96% ,(257 votes),₹500
1924,Dr. Santhosh Devanadhan,"MDS - Periodontics, BDS",18 Years Experience Overall  (16 years as specialist),Dentist,"Purasawakkam, Chennai",0,0,₹300
1925,Dr. Dhivya,BDS,7 Years Experience Overall,Dentist,"Thoraipakkam, Chennai",0,0,₹200
1926,Dr. Ankit Jain,"BDS, MDS - Oral Medicine and Radiology",10 Years Experience Overall  (2 years as specialist),Dentist,"Tri Nagar, Delhi",100% ,(311 votes),₹300
1927,Dr. Pramod,"MDS - Orthodontics, BDS",18 Years Experience Overall  (13 years as specialist),Dentist,"Domlur, Bangalore",98% ,(639 votes),₹500
1928,Dr. Mohd Najeeb Hussain,BDS,7 Years Experience Overall,Dentist,"Gachibowli, Hyderabad",0,0,₹300
1929,Dr. Sameer Dolare,BDS,22 Years Experience Overall,Dentist,"Sahakar Nagar, Pune",99% ,(75 votes),₹300
1930,Dr. Konthoujam Sulochana,BDS,12 Years Experience Overall,Dentist,"Murugeshpalya, Bangalore",100% ,(129 votes),₹300
1931,Dr. G. Swetha Reddy,"MDS - Conservative Dentistry & Endodontics, BDS",11 Years Experience Overall,Dentist,"Alwal, Hyderabad",100% ,(29 votes),₹300
1932,Dr. Rohit Ojha,BDS,6 Years Experience Overall,Dentist,"Uttam Nagar, Delhi",0,0,₹400
1933,Dr. Harsh Priyankar,BDS,16 Years Experience Overall,Dentist,"Kingsway Camp, Delhi",100% ,(28 votes),₹500
1934,Dr. Vinod Kambli,"BDS, MDS - Conservative Dentistry & Endodontics",19 Years Experience Overall  (18 years as specialist),Dentist,"Dhanori, Pune",98% ,(50 votes),₹300
1935,Dr. Rohan Patani,BDS,8 Years Experience Overall,Dentist,"Borivali West, Mumbai",99% ,(222 votes),₹500
1936,Dr. J. Jyothirmai Reddy,"BDS, MDS - Community Dentistry",18 Years Experience Overall,Dentist,"Kondapur, Hyderabad",100% ,(83 votes),₹500
1937,Dr. Gunjan Sharma,BDS,3 Years Experience Overall  (2 years as specialist),Dentist,"Madhapur, Hyderabad",0,0,₹300
1938,Dr. Sugandha Marwaha,"MDS - Pedodontics, BDS",9 Years Experience Overall,Dentist,"Paschim Vihar, Delhi",100% ,(13 votes),₹500
1939,Dr. C. Arun,BDS,12 Years Experience Overall,Dentist,"Villivakkam, Chennai",98% ,(64 votes),₹300
1940,Dr. Joguline Vinitha,"BDS, MDS - Periodontology and Oral Implantology",6 Years Experience Overall  (4 years as specialist),Dentist,"Indiranagar, Bangalore",0,0,₹500
1941,Dr. Sonia Gulwani,BDS,7 Years Experience Overall,Dentist,"Pimple Saudagar, Pune",97% ,(69 votes),₹500
1942,Dr. Ravuru Neeharika,"BDS, MDS - Oral Pathology and Oral Microbiology",10 Years Experience Overall,Dentist,"Mahadevapura, Bangalore",0,0,₹500
1943,Dr. Ramya Manjeera,BDS,4 Years Experience Overall,Dentist,"Jubilee Hills, Hyderabad",0,0,₹500
1944,Dr. Amit Baranwal,BDS,23 Years Experience Overall,Dentist,"Dwarka Sector 6, Delhi",92% ,(36 votes),₹500
1945,Dr. Anup Belludi,"MDS - Orthodontics, BDS",28 Years Experience Overall  (21 years as specialist),Dentist,"Vijayanagar, Bangalore",0,0,₹300
1946,Dr. Prashanth,"BDS, Post Graduate Diploma in Orthodontics",23 Years Experience Overall,Dentist,"Vijayanagar, Bangalore",96% ,(1329 votes),₹200
1947,Dr. Sakarwala Mustafa,"MDS - Oral & Maxillofacial Surgery, BDS",27 Years Experience Overall,Dentist,"Mazgaon, Mumbai",99% ,(87 votes),₹1000
1948,Dr. Abhishek Bansal,"BDS, MDS - Prosthodontist And Crown Bridge",12 Years Experience Overall,Dentist,"Rohini Sector 3, Delhi",100% ,(18 votes),₹300
1949,Dr. Prakshi Talwar,BDS,6 Years Experience Overall,Dentist,"Greater Kailash Part 1, Delhi",0,0,₹500
1950,Dr. Abhijit V. Shetty,"BDS, MDS - Conservative Dentistry & Endodontics",14 Years Experience Overall,Dentist,"Chembur, Mumbai",98% ,(118 votes),₹300
1951,Dr. Ashwin Kumar Pal,BDS,7 Years Experience Overall,Dentist,"Lakdikapul, Hyderabad",0,0,₹350
1952,Dr. Upasana Gosalia,BDS,13 Years Experience Overall,Dentist,"Ghatkopar East, Mumbai",100% ,(368 votes),₹350
1953,Dr. Mohit Solanki,"BDS, Certificate of Oral Implantology, FICOI",11 Years Experience Overall,Dentist,"Andheri West, Mumbai",98% ,(497 votes),₹500
1954,Dr. Pooja Desai,BDS,15 Years Experience Overall,Dentist,"Oshiwara, Mumbai",98% ,(203 votes),₹800
1955,Dr. Tejas Khaire,"MDS - Prosthodontist And Crown Bridge, BDS",8 Years Experience Overall,Dentist,"Kharadi, Pune",0,0,₹300
1956,Dr. Vishal Gupta,"BDS, MDS - Orthodontics, FDSRCS - Fellowship in Dental Surgery",23 Years Experience Overall  (22 years as specialist),Dentist,"New Friends Colony, Delhi",99% ,(1012 votes),₹600
1957,Dr. Rajith Radhakrishnan,"BDS, MDS - Conservative Dentistry & Endodontics",11 Years Experience Overall,Dentist,"Thoraipakkam, Chennai",99% ,(214 votes),₹300
1958,Dr. Shilpa Khera,BDS,13 Years Experience Overall,Dentist,"Pashan, Pune",98% ,(373 votes),₹500
1959,Dr. Jayati Dave,"BDS, MDS - Paedodontics And Preventive Dentistry",6 Years Experience Overall,Dentist,"Bhandup West, Mumbai",100% ,(21 votes),0
1960,Dr. Sumit Datta,"BDS, MDS - Orthodontics",25 Years Experience Overall  (21 years as specialist),Dentist,"Panchsheel Park, Delhi",0,0,₹1200
1961,Dr. Tanzila Tasneem,BDS,5 Years Experience Overall,Dentist,"Royapettah, Chennai",100% ,(40 votes),₹200
1962,Dr. Bhawana Singh,"BDS, MDS - Oral & Maxillofacial Surgery",16 Years Experience Overall,Dentist,"Kharadi, Pune",99% ,(270 votes),₹300
1963,Dr. Tarun Sharma,BDS,13 Years Experience Overall,Dentist,"Prashant Vihar, Delhi",0,0,₹500
1964,Dr. Kaushal Shah,"BDS, MDS - Oral Medicine and Radiology",25 Years Experience Overall  (23 years as specialist),Dentist,"Andheri West, Mumbai",99% ,(268 votes),₹500
1965,Dr. Sudeep Upadhyay,BDS,5 Years Experience Overall  (4 years as specialist),Dentist,"Alwal, Hyderabad",0,0,₹200
1966,Dr. Sheri Yadav,BDS,12 Years Experience Overall,Dentist,"Pitampura, Delhi",100% ,(80 votes),₹500
1967,Dr. Supriya Patil,BDS,11 Years Experience Overall,Dentist,"Baner, Pune",98% ,(240 votes),₹500
1968,Dr. Y Harikanth Reddy,"BDS, MDS - Oral & Maxillofacial Surgery",12 Years Experience Overall,Dentist,"LB Nagar, Hyderabad",0,0,₹500
1969,Dr. G.Chandra Sekhar,"MDS - Orthodontics, BDS",32 Years Experience Overall,Dentist,"Himayat Nagar, Hyderabad",98% ,(181 votes),₹500
1970,Dr. Prachi Ingale Wetal,"BDS, MDS - Conservative Dentistry & Endodontics",4 Years Experience Overall  (3 years as specialist),Dentist,"Pimple Saudagar, Pune",100% ,(11 votes),₹200
1971,Dr. K. Vijay Babu,BDS,21 Years Experience Overall,Dentist,"Erragadda, Hyderabad",0,0,₹300
1972,Dr. Balajee Krishna,"BDS, MDS - Orthodontics",33 Years Experience Overall  (29 years as specialist),Dentist,"Malleswaram, Bangalore",0,0,₹500
1973,Dr. Anoop Jain,"BDS, MDS - Prosthodontist And Crown Bridge",14 Years Experience Overall,Dentist,"Rohini, Delhi",99% ,(612 votes),₹200
1974,Dr. Raunak Mehta,"BDS, MDS - Periodontics",10 Years Experience Overall  (6 years as specialist),Dentist,"Andheri West, Mumbai",99% ,(97 votes),₹200
1975,Dr. Raj Shah,PhD - Orthodontics & Dentofacial Orthopaedics,13 Years Experience Overall  (9 years as specialist),Dentist,"Kemps Corner, Mumbai",98% ,(44 votes),₹500
1976,Dr. Heena Gandhi,"BDS, MDS - Conservative Dentistry & Endodontics",14 Years Experience Overall  (10 years as specialist),Dentist,"Shalimar Bagh, Delhi",0,0,₹300
1977,Dr. Anuj Manocha,BDS,12 Years Experience Overall,Dentist,"RK Puram, Delhi",97% ,(35 votes),₹300
1978,Dr. Parul Gupta,"BDS, MDS - Orthodontics",20 Years Experience Overall  (15 years as specialist),Dentist,"Rohini, Delhi",97% ,(323 votes),₹300
1979,Dr. Rashmi Bolli Bandewar,"BDS, MDS - Conservative Dentistry & Endodontics",11 Years Experience Overall  (4 years as specialist),Dentist,"Wadgaon Sheri, Pune",99% ,(67 votes),₹300
1980,Dr. Rashika Vijan,BDS,20 Years Experience Overall,Dentist,"Khar West, Mumbai",100% ,(12 votes),₹1250
1981,Dr. Hetal Popat,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS, MOrth",11 Years Experience Overall  (7 years as specialist),Dentist,"Sarjapur Road, Bangalore",98% ,(122 votes),₹500
1982,Dr. Sreesha N,"BDS, MDS - Periodontics",18 Years Experience Overall  (6 years as specialist),Dentist,"Yelahanka New Town, Bangalore",100% ,(15 votes),₹300
1983,Dr. Divya Chandak,"BDS, MDS - Prosthodontist And Crown Bridge",5 Years Experience Overall,Dentist,"Pimple Nilakh, Pune",0,0,₹300
1984,Dr. Arpita,"BDS, MDS - Periodontology and Oral Implantology",7 Years Experience Overall,Dentist,"Ameerpet, Hyderabad",100% ,(121 votes),₹300
1985,Dr. Rati Chadha,"BDS, MDS - Prosthodontics",14 Years Experience Overall,Dentist,"Bandra West, Mumbai",99% ,(624 votes),₹500
1986,Dr. Goutham Kandula,"BDS, MDS - Oral & Maxillofacial Surgery",25 Years Experience Overall,Dentist,"SR Nagar, Hyderabad",96% ,(51 votes),₹400
1987,Dr. Riddhi Rathi,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",15 Years Experience Overall  (10 years as specialist),Dentist,"Anna Nagar, Chennai",99% ,(864 votes),₹300
1988,Dr. V.K.Vignesh,BDS,6 Years Experience Overall,Dentist,"Gowrivakkam, Chennai",100% ,(91 votes),₹150
1989,Dr. Pavan T.P,"BDS, MDS - Prosthodontist And Crown Bridge",13 Years Experience Overall,Dentist,"Rajarajeshwarinagar, Bangalore",99% ,(226 votes),₹350
1990,Dr. Smitha Maria Augustin,BDS,10 Years Experience Overall  (9 years as specialist),Dentist,"Indiranagar, Bangalore",100% ,(35 votes),₹300
1991,Dr. Rajendra Sankpal,"BDS, Fellowship in Oral implantlogy, Fellowship and Diplomate in Implantology from ICOI (USA)",30 Years Experience Overall,Dentist,"Powai, Mumbai",96% ,(547 votes),₹600
1992,Dr. Mahesh .M. Lalwani,"BDS, MDS - Oral Pathology and Oral Microbiology",43 Years Experience Overall,Dentist,"Malabar Hill, Mumbai",99% ,(804 votes),₹1000
1993,Dr. Ritika Arora,"BDS, MDS - Periodontics",21 Years Experience Overall  (20 years as specialist),Dentist,"Khar West, Mumbai",96% ,(252 votes),₹800
1994,Dr. K C Vignesh,"BDS, MDS - Paedodontics And Preventive Dentistry",9 Years Experience Overall  (4 years as specialist),Dentist,"Porur, Chennai",100% ,(41 votes),₹500
1995,Dr. Sonal Malguria,BDS,25 Years Experience Overall,Dentist,"Santacruz West, Mumbai",98% ,(171 votes),₹200
1996,Dr. Shyamal Anand Lad,BDS,8 Years Experience Overall,Dentist,"Cuffe Parade, Mumbai",100% ,(30 votes),₹300
1997,Dr. Sabeena Latheef,BDS,4 Years Experience Overall,Dentist,"Goregaon, Mumbai",100% ,(19 votes),0
1998,Dr. Shivani Nivedita,"BDS, MDS - Orthodontics",12 Years Experience Overall  (6 years as specialist),Dentist,"Dwarka Sector 22, Delhi",98% ,(51 votes),₹500
1999,Dr. Praveen Rajesh,"BDS, MDS - Conservative Dentistry & Endodontics, Fellowship in Dental Surgery of the Royal College of Surgeons of England [(FDSRCS) (Eng)], United Kingdom",13 Years Experience Overall,Dentist,"Anna Nagar West, Chennai",100% ,(185 votes),₹300
2000,Dr. Ashish Joshi,BDS,7 Years Experience Overall,Dentist,"Keshav Nagar, Pune",100% ,(44 votes),₹300
2001,Dr. Rahul Yadav,BDS,9 Years Experience Overall,Dentist,"Ravet, Pune",96% ,(255 votes),₹300
2002,Dr. Jayabhakyalakshmi.C,BDS,5 Years Experience Overall,Dentist,"Thoraipakkam, Chennai",0,0,₹200
2003,Dr. Prathap sekhar,BDS,13 Years Experience Overall,Dentist,"Anna Nagar, Chennai",100% ,(56 votes),₹200
2004,Dr. Diksha Tahilramani Batra,"BDS, MDS - Prosthodontics, FICOI",15 Years Experience Overall,Dentist,"Bandra West, Mumbai",98% ,(652 votes),₹1000
2005,Dr. Anubha Jain,BDS,8 Years Experience Overall,Dentist,"Fort, Mumbai",99% ,(93 votes),₹1000
2006,Dr. Nivethini Tamilselvan,BDS,3 Years Experience Overall,Dentist,"Pallikaranai, Chennai",0,0,₹100
2007,Dr. Sanjeev K Garg,"BDS, Certificate of Oral Implantology",28 Years Experience Overall,Dentist,"Pitampura, Delhi",98% ,(179 votes),₹500
2008,Dr. Sagar J Abichandani,"BDS, MDS - Prosthodontics",13 Years Experience Overall,Dentist,"Chembur, Mumbai",97% ,(59 votes),₹500
2009,Dr. Nipaj S. Ashar,BDS,23 Years Experience Overall,Dentist,"Matunga, Mumbai",99% ,(542 votes),₹500
2010,Dr. Baswaraj Biradar,BDS,25 Years Experience Overall,Dentist,"Sahakaranagar, Bangalore",99% ,(2108 votes),₹400
2011,Dr. Girish Gaba,BDS,16 Years Experience Overall,Dentist,"Kurla West, Mumbai",99% ,(242 votes),₹500
2012,Dr. Sharan Kumar,"BDS, MDS - Conservative Dentistry & Endodontics",12 Years Experience Overall,Dentist,"Adyar, Chennai",0,0,₹700
2013,Dr. Jayaram,"BDS, MDS - Paedodontics And Preventive Dentistry",28 Years Experience Overall,Dentist,"Ashoknagar, Bangalore",0,0,₹800
2014,Dr. Subbaiah Naidu,"BDS, MDS - Oral & Maxillofacial Surgery",12 Years Experience Overall,Dentist,"Banjara Hills, Hyderabad",100% ,(40 votes),₹350
2015,Dr. Gowtham Kattamuri,"BDS, MDS - Conservative Dentistry & Endodontics",15 Years Experience Overall,Dentist,"Banjara Hills, Hyderabad",88% ,(17 votes),₹300
2016,Dr. L.Vijay Amirtharaj,"MDS - Conservative Dentistry & Endodontics, BDS",20 Years Experience Overall,Dentist,"Velachery, Chennai",0,0,₹500
2017,Dr. R.Megha,"BDS, MDS - Conservative Dentistry & Endodontics",5 Years Experience Overall,Dentist,"LB Nagar, Hyderabad",0,0,₹200
2018,Dr. K Kiran Kumar,"BDS, MDS - Orthodontics, Fellowship in Oral implantlogy",25 Years Experience Overall  (21 years as specialist),Dentist,"Vidyanagar, Hyderabad",99% ,(755 votes),₹300
2019,Dr. Arvind Nahata,"BDS, MDS - Prosthodontist And Crown Bridge",10 Years Experience Overall,Dentist,"Himayat Nagar, Hyderabad",100% ,(172 votes),₹300
2020,Dr. Aditya Sandeep Kodati,BDS,15 Years Experience Overall,Dentist,"Domalguda, Hyderabad",98% ,(130 votes),₹400
2021,Dr. Tanvi Jha,BDS,10 Years Experience Overall,Dentist,"Chembur, Mumbai",100% ,(33 votes),₹700
2022,Dr. Pritee Ray,BDS,14 Years Experience Overall,Dentist,"Sarjapur Road, Bangalore",100% ,(61 votes),₹300
2023,Dr. Nasiha Fathima Z,"BDS, MDS - Periodontics",12 Years Experience Overall  (7 years as specialist),Dentist,"Bilekahalli, Bangalore",99% ,(114 votes),₹250
2024,Dr. Swati Ravjiani,"BDS, MDS - Oral Medicine and Radiology",29 Years Experience Overall,Dentist,"Ghatkopar East, Mumbai",99% ,(80 votes),₹750
2025,Dr. Sonia Anare,"BDS, MDS - Conservative Dentistry & Endodontics",13 Years Experience Overall,Dentist,"Parel, Mumbai",100% ,(20 votes),₹500
2026,Dr. Pradeep Kumar,BDS,11 Years Experience Overall,Dentist,"Tarnaka, Hyderabad",0,0,₹200
2027,Dr. Neha Agarwal,BDS,8 Years Experience Overall,Dentist,"Mira Bhayandar, Mumbai",0,0,₹200
2028,Dr. Preethi Naidu,BDS,12 Years Experience Overall,Dentist,"BTM Layout 1st Stage, Bangalore",0,0,₹300
2029,Dr. Meena Juyal,"BDS, MDS - Paedodontics And Preventive Dentistry",12 Years Experience Overall  (5 years as specialist),Dentist,"Hadapsar, Pune",100% ,(32 votes),₹300
2030,Dr. Priti Munde,"BDS, Diploma in Cosmetic Dentistry",14 Years Experience Overall,Dentist,"Model Colony, Pune",98% ,(343 votes),₹500
2031,Dr. Anupama Pai,BDS,24 Years Experience Overall,Dentist,"Perungudi, Chennai",98% ,(179 votes),₹200
2032,Dr. Mandakini,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",12 Years Experience Overall,Dentist,"Jayanagar, Bangalore",100% ,(11 votes),₹300
2033,Dr. Deepak Nakra,"BDS, Fellowship in Oral implantlogy, Certificate of Oral Implantology",22 Years Experience Overall,Dentist,"Punjabi Bagh, Delhi",97% ,(29 votes),₹500
2034,Dr. Sajan Subbaiah,BDS,14 Years Experience Overall,Dentist,"Koramangala, Bangalore",99% ,(261 votes),₹350
2035,Dr. Veena Sura,BDS,16 Years Experience Overall,Dentist,"Manikonda, Hyderabad",95% ,(20 votes),₹300
2036,Dr. Vidhi Walia Mishra,"BDS, MDS - Paedodontics And Preventive Dentistry",9 Years Experience Overall  (6 years as specialist),Dentist,"Preet Vihar, Delhi",98% ,(118 votes),₹400
2037,Dr. Vandana Viswanath,BDS,10 Years Experience Overall,Dentist,"Powai, Mumbai",0,0,₹300
2038,Dr. Rahul R. Bagrecha,"MDS - Oral & Maxillofacial Surgery, BDS",17 Years Experience Overall  (11 years as specialist),Dentist,"Kharadi, Pune",99% ,(186 votes),₹300
2039,Dr. Nivethitha Mohan,"BDS, MDS - Oral & Maxillofacial Surgery",6 Years Experience Overall,Dentist,"Mylapore, Chennai",0,0,₹500
2040,Dr. Esha Fegde,BDS,7 Years Experience Overall,Dentist,"Dadar West, Mumbai",0,0,₹300
2041,Dr. Kunal Kunjir,"BDS, MDS - Conservative Dentistry & Endodontics",10 Years Experience Overall  (9 years as specialist),Dentist,"Hadapsar, Pune",0,0,₹200
2042,Dr. Neetu Punhani,"MDS - Oral Medicine and Radiology, BDS",18 Years Experience Overall,Dentist,"Kasturi nagar, Bangalore",88% ,(51 votes),₹300
2043,Dr. Arpita,"BDS, MDS - Periodontology and Oral Implantology",7 Years Experience Overall,Dentist,"Chembur East, Mumbai",100% ,(119 votes),₹300
2044,Dr. Tasmiya Kouser,BDS,9 Years Experience Overall,Dentist,"Lingarajapuram, Bangalore",100% ,(21 votes),₹200
2045,Dr. Lavanya B,"BDS, Certificate of Oral Implantology",16 Years Experience Overall  (15 years as specialist),Dentist,"Madhapur, Hyderabad",93% ,(307 votes),₹400
2046,Dr. Aarushi Dogra,"BDS, MDS - Conservative Dentistry & Endodontics",10 Years Experience Overall  (8 years as specialist),Dentist,"Dwarka Sector 7, Delhi",100% ,(34 votes),₹400
2047,Dr. Anjali Jaiswal,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",6 Years Experience Overall  (2 years as specialist),Dentist,"Mira Bhayandar, Mumbai",0,0,₹200
2048,Dr. Praveena,BDS,22 Years Experience Overall,Dentist,"Kondapur, Hyderabad",97% ,(150 votes),₹400
2049,Dr. Madhura Kaluskar Burute,"BDS, MDS - Prosthodontist And Crown Bridge",7 Years Experience Overall,Dentist,"Pimpri-Chinchwad, Pune",0,0,₹200
