Name,Speciality_of_doctor,Degree,Years_Of_Experience,Location,City,dp_score(percentage),npv,consultation_fee
Dr. Snehal Bhujbal   (Physiotherapist),Physiotherapist,BPTh/BPT,5,Wakad, Pune,0,0,500
Dr. Rukayya Dungrawala   (Physiotherapist),Physiotherapist,BPTh/BPT,18,Undri, Pune,0,0,600
Dr. Abhishek Massey   (Physiotherapist),Physiotherapist,MPTh/MPT - Orthopedic Physiotherapy,6,Vasant Kunj, Delhi,94,105,400
Dr. Archishubhra Pal   (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",16,Hennur, Bangalore,98,208,400
Dr. Naushin Qureshi   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",6,Santacruz West, Mumbai,100,20,2000
Dr. Pooja Shobhan   (Physiotherapist),Physiotherapist,BPTh/BPT,2,Dwarka, Delhi,0,0,700
Dr. Preeti Dubbewar   (Physiotherapist),Physiotherapist,BPTh/BPT,17,Hinjewadi, Pune,97,33,250
Dr. Adinarayana   (Physiotherapist),Physiotherapist,BPTh/BPT,8,Indiranagar, Bangalore,0,0,650
Dr. S.K.Rathour   (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",15,Chattarpur, Delhi,100,96,300
Dr. Avanti Kadam Rane   (Physiotherapist),Physiotherapist,BPTh/BPT,17,Bandra West, Mumbai,98,104,1000
Dr. Deepti Waghmare   (Physiotherapist),Physiotherapist,BPTh/BPT,12,NIBM, Pune,0,0,650
Dr. Nishtha Srivastava   (Physiotherapist),Physiotherapist,"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT",15,Viman Nagar, Pune,97,31,600
Dr. Maneesha Mohan   (Physiotherapist),Physiotherapist,BPTh/BPT,10,Punjabi Bagh, Delhi,0,0,800
Dr. Priya Saravanan   (Physiotherapist),Physiotherapist,BPTh/BPT,12,Chromepet, Chennai,0,0,500
Dr. Abhishek Parashar   (Physiotherapist),Physiotherapist,BPTh/BPT,10,Undri, Pune,0,0,299
Dr. Brindha Sundari   (Physiotherapist),Physiotherapist,BPTh/BPT,23,Besant Nagar, Chennai,100,29,600
Dr. Yatishakumari Kesalikar   (Physiotherapist),Physiotherapist,BPTh/BPT,3,Borivali West, Mumbai,0,0,600
Dr. Shubhangi Jachak   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",15,Dhanori, Pune,0,0,400
Dr. Shruti Ganatra   (Physiotherapist),Physiotherapist,BPTh/BPT,16,CV Raman Nagar, Bangalore,100,139,400
Dr. Sujatha Matipati   (Physiotherapist),Physiotherapist,BPTh/BPT,9,Nallagandla, Hyderabad,100,64,400
Dr. Vedha Valli   (Physiotherapist),Physiotherapist,BPTh/BPT,4,Whitefield, Bangalore,100,20,300
Dr. Tariq Shaikh   (Physiotherapist),Physiotherapist,BPTh/BPT,20,Koregaon Park, Pune,98,48,800
Dr. Shilpi Sarthi   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Paediatric Physiotherapy",15,Hennur, Bangalore,93,41,400
Dr. Lochan Arora   (Physiotherapist),Physiotherapist,"MPTh/MPT - Musculoskeletal Physiotherapy, DNHE, BPTh/BPT",13,Gujranwala Town, Delhi,96,349,400
Dr. S Purna Chandra Shekhar   (Physiotherapist),Physiotherapist,MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy,14,KPHB, Hyderabad,100,77,500
Dr. David Arun Kumar J   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",14,Kumaraswamy Layout, Bangalore,0,0,550
Dr. Rohan Sawant   (Physiotherapist),Physiotherapist,BPTh/BPT,9,Kandivali West, Mumbai,100,55,400
Dr. K.M.Siddharthan   (Physiotherapist),Physiotherapist,BPTh/BPT,22,Velachery, Chennai,0,0,1000
Dr. S Devarajan   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",27,Adyar, Chennai,100,377,500
Dr. Shruti Rajore   (Physiotherapist),Physiotherapist,BPTh/BPT,12,Kharadi, Pune,99,431,500
Dr. Pawan Arora   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",8,Wakad, Pune,93,14,500
Dr. Mehta Devangee Bakul   (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",15,Prabhadevi, Mumbai,100,13,1000
Dr. Arun Kumar Rawal   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",11,Indiranagar, Bangalore,99,85,1300
Dr. N. Gomathy   (Physiotherapist),Physiotherapist,"MPTh/MPT - Paediatric Physiotherapy, BPTh/BPT",21,Sholinganallur, Chennai,98,132,300
Dr. Thabitha Dasari   (Physiotherapist),Physiotherapist,BPTh/BPT,3,Whitefield, Bangalore,0,0,650
Dr. K Sujatha   (Physiotherapist),Physiotherapist,BPTh/BPT,14,Uppal, Hyderabad,0,0,500
Dr. Renu watwani   (Physiotherapist),Physiotherapist,BPTh/BPT,14,Anna Nagar, Chennai,0,0,600
Dr. Devaki Kale   (Physiotherapist),Physiotherapist,BPTh/BPT,3,Model Colony, Pune,0,0,500
Dr. Kanika Gulati   (Physiotherapist),Physiotherapist,"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT",14,Tagore Garden, Delhi,100,14,400
Dr. Rakhi Ratnam   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",11,Safdarjung Development Area, Delhi,98,46,1000
Dr. Ashok Kumar   (Physiotherapist),Physiotherapist,BPTh/BPT,20,Madipakkam, Chennai,98,53,250
Dr. Shraddha Khot   (Physiotherapist),Physiotherapist,BPTh/BPT,15,Borivali West, Mumbai,100,37,500
Dr. Niraj Jha   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",16,Chembur, Mumbai,97,871,1000
Dr. Manisha P Chipade   (Physiotherapist),Physiotherapist,BPTh/BPT,18,Hadapsar, Pune,0,0,500
Dr. Nasir Mughees   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",13,Vikas Puri, Delhi,100,58,300
Dr. S.V.Ramesh   (Physiotherapist),Physiotherapist,MPTh/MPT - Orthopedic Physiotherapy,10,Mulund West, Mumbai,93,29,500
Dr. Deepti Somani   (Physiotherapist),Physiotherapist,"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT, Diploma in Naturopathy & Yoga (NDDY), Diploma in Health Administration",15,Ashok Vihar Phase 1, Delhi,96,144,600
Dr. Sambit Kumar Lenka   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",4,Mahadevapura, Bangalore,0,0,500
Dr. S. Manikandan   (Physiotherapist),Physiotherapist,BPTh/BPT,19,Porur, Chennai,0,0,300
Dr. Surendra Chaudhary   (Physiotherapist),Physiotherapist,BPTh/BPT,4,Koramangala 6 Block, Bangalore,0,0,400
Dr. Murugan   (Physiotherapist),Physiotherapist,BPTh/BPT,26,Velachery, Chennai,0,0,300
Dr. Pratik Desai   (Physiotherapist),Physiotherapist,"Masters of Physiotheraphy, BPTh/BPT",12,HSR Layout, Bangalore,99,510,600
Dr. Amir Khan   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",4,Malad West, Mumbai,0,0,700
Dr. Nivrith Chambra   (Physiotherapist),Physiotherapist,BPTh/BPT,9,CV Raman Nagar, Bangalore,100,139,400
Dr. Mohammad Sayeed   (Physiotherapist),Physiotherapist,BPTh/BPT,14,Bandra West, Mumbai,0,0,1500
Dr. Gaurav Jain   (Physiotherapist),Physiotherapist,BPTh/BPT,9,Kandivali West, Mumbai,100,13,500
Dr. Mugdha Deshpande   (Physiotherapist),Physiotherapist,BPTh/BPT,19,Powai, Mumbai,95,22,500
Dr. Mohan M   (Physiotherapist),Physiotherapist,BPTh/BPT,4,Porur, Chennai,0,0,400
Dr. Sumit Gupta   (Physiotherapist),Physiotherapist,BPTh/BPT,17,Baner, Pune,71,24,500
Dr. Sattiraju Pushyami   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",15,Banjara Hills, Hyderabad,100,46,700
Dr. Sudharsan V   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",18,Bellandur, Bangalore,0,0,600
Dr. Sheetal Kawade   (Physiotherapist),Physiotherapist,BPTh/BPT,7,Hadapsar, Pune,0,0,350
Dr. Ponkhi Sharma   (Physiotherapist),Physiotherapist,BPTh/BPT,15,Jayanagar 7 Block, Bangalore,100,70,450
Dr. Muthukumar   (Physiotherapist),Physiotherapist,MPTh/MPT - Orthopedic Physiotherapy,8,Teynampet, Chennai,0,0,500
Dr. Valmiki Karthik   (Physiotherapist),Physiotherapist,BPTh/BPT,11,Whitefield, Bangalore,94,68,750
Dr. S Priyanka   (Physiotherapist),Physiotherapist,BPTh/BPT,9,Dilsukhnagar, Hyderabad,0,0,650
Dr. Greeshma Shenoy   (Physiotherapist),Physiotherapist,BPTh/BPT,14,Powai, Mumbai,0,0,800
Dr. Krishi Kumar Vadla   (Physiotherapist),Physiotherapist,"MPTh/MPT - Neurological Physiotherapy, BPTh/BPT",19,Nizampet, Hyderabad,97,117,500
Dr. Bakthaprabhudas N   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",17,Sembakkam, Chennai,97,135,400
Dr. Anusha K.K   (Physiotherapist),Physiotherapist,BPTh/BPT,Physiotherapist,Jayanagar 7 Block, Bangalore,0,0,450
Dr. Abhimanyu Kumar   (Physiotherapist),Physiotherapist,BPTh/BPT,14,Tagore Garden, Delhi,100,117,400
Dr. Isha Ghelani   (Physiotherapist),Physiotherapist,BPTh/BPT,14,Andheri West, Mumbai,0,0,0
Dr. Md Shadab Alam   (Physiotherapist),Physiotherapist,"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT",11,Kharadi, Pune,100,60,400
Dr. Lavanya   (Physiotherapist),Physiotherapist,MPTh/MPT - Neurological Physiotherapy,1,Sahakaranagar, Bangalore,0,0,300
Dr. Anisha Sekhri   (Physiotherapist),Physiotherapist,BPTh/BPT,14,Preet Vihar, Delhi,97,77,500
Dr. Mansi Arora   (Physiotherapist),Physiotherapist,"BPTh/BPT, BPTh/BPT",12,Pitampura, Delhi,92,12,800
Dr. Pooja Sahu   (Physiotherapist),Physiotherapist,BPTh/BPT,5,Sarjapura, Bangalore,0,0,500
Dr. Hitesh Arora   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy",17,Safdarjung Development Area, Delhi,100,20,1000
Dr. Chanchal Aggarwal   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",18,Prashant Vihar, Delhi,0,0,500
Dr. Rama Shankar Singh   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",20,Kalkaji, Delhi,100,13,600
Dr. Narmada Nalluri   (Physiotherapist),Physiotherapist,BPTh/BPT,4,Yellareddyguda, Hyderabad,100,15,500
Dr. Manu Raj   (Physiotherapist),Physiotherapist,BPTh/BPT,5,Jayanagar, Bangalore,0,0,400
Dr. Mustafa Murtuza   (Physiotherapist),Physiotherapist,BPTh/BPT,4,Mannady, Chennai,0,0,400
Dr. R Arunkumar   (Physiotherapist),Physiotherapist,BPTh/BPT,21,ECR Road, Chennai,0,0,500
Dr. K Neethu John   (Physiotherapist),Physiotherapist,BPTh/BPT,10,Prabhadevi, Mumbai,0,0,1000
Dr. Persis Elavia   (Physiotherapist),Physiotherapist,BSc - Physiotherapy,26,Wadala, Mumbai,100,221,1500
Dr. Priyanka Sukthankar   (Physiotherapist),Physiotherapist,BPTh/BPT,14,Andheri East, Mumbai,99,287,600
Dr. Dhwani Shah   (Physiotherapist),Physiotherapist,BPTh/BPT,13,Borivali West, Mumbai,100,43,1000
Dr. Nizam Hamza   (Physiotherapist),Physiotherapist,BPTh/BPT,6,KR Puram, Bangalore,100,24,450
Dr. Naveen K S,Physiotherapist,"Doctor Of Physical Therapy (DPT), Sports Medicine (ABPMR), BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy",24,Malleswaram, Bangalore,82,11,650
Dr. Mohammed Mubeen Ashar   (Physiotherapist),Physiotherapist,BPTh/BPT,4,Sunkadakatte, Bangalore,0,0,400
Dr. Naveen Verma   (Physiotherapist),Physiotherapist,BPTh/BPT,19,Rohini Sector 18, Delhi,0,0,500
Dr. Abhijeet Toshniwal   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neuro Sciences (Adult Neurology)",15,Wakad, Pune,100,101,300
Dr. Kunal A Batra   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",13,Rohini, Delhi,97,86,500
Dr. Jasper   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,16,Jayanagar 9 Block, Bangalore,97,30,500
Dr. Anoop Kumar Singh   (Physiotherapist),Physiotherapist,"BPTh/BPT, MD - Acupuncture",14,Bannerghatta Road, Bangalore,0,0,400
Dr. Prabhavathi   (Physiotherapist),Physiotherapist,MPTh/MPT - Neurological Physiotherapy,19,Kelambakkam, Chennai,100,33,300
Dr. Saranya R   (Physiotherapist),Physiotherapist,BPTh/BPT,3,Velachery, Chennai,0,0,300
Dr. Sakthi Vinayagam   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPT/MPTh - Sports Medicine",13,Gerugambakkam, Chennai,0,0,500
Dr. Dhara Shah   (Physiotherapist),Physiotherapist,BPTh/BPT,12,Borivali West, Mumbai,94,63,500
Dr. Dhanashree Parab   (Physiotherapist),Physiotherapist,MPTh/MPT - Neurological Physiotherapy,6,Baner Road, Pune,0,0,500
Dr. Himanshu Vaidya   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",17,RMV 2nd Stage, Bangalore,100,64,400
Dr. Munira Mamnoon   (Physiotherapist),Physiotherapist,BPTh/BPT,10,Dadar, Mumbai,100,13,600
Dr. Durga Joshi   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",5,Indiranagar, Bangalore,0,0,1300
Dr. Akanksha Saini,Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",4,Indiranagar, Bangalore,0,0,1300
Dr. Anjali Gupta   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",6,Baner, Pune,0,0,1000
Dr. Deepshikha Goel   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",17,Anand Vihar, Delhi,100,28,500
Dr. Naman Tamta   (Physiotherapist),Physiotherapist,BPTh/BPT,2,Whitefield, Bangalore,0,0,500
Dr. Charu Awasthi   (Physiotherapist),Physiotherapist,BPTh/BPT,14,Uttam Nagar, Delhi,0,0,200
Dr. Jestin John   (Physiotherapist),Physiotherapist,BPTh/BPT,10,Indiranagar, Bangalore,0,0,0
Dr. P.V.S.Ganesh   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",21,Dilsukhnagar, Hyderabad,95,22,500
Dr. Anant Kumar Bairagi   (Physiotherapist),Physiotherapist,"MPTh/MPT - Paediatric Physiotherapy, BPTh/BPT",12,Nagarbhavi, Bangalore,100,11,400
Dr. Michael Piterson Debbarma   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,Physiotherapist,Panathur, Bangalore,0,0,600
Dr. Sandhya Thakkar   (Physiotherapist),Physiotherapist,BPTh/BPT,15,Sarita Vihar, Delhi,0,0,700
Dr. Akshita Vijayvergiya   (Physiotherapist),Physiotherapist,MPTh/MPT - Orthopedic Physiotherapy,6,Kondhwa, Pune,0,0,350
Dr. Swathi   (Physiotherapist),Physiotherapist,"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT",10,Malleswaram, Bangalore,100,24,700
Dr. Raveena Kini   (Physiotherapist),Physiotherapist,MPTh/MPT - Musculoskeletal Physiotherapy,4,Vileparle East, Mumbai,0,0,400
Dr. Prof. Madan Mohan M.R.   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,14,Rajajinagar, Bangalore,0,0,400
Dr. Jacob Roshan Mathew   (Physiotherapist),Physiotherapist,"BPTh/BPT, Master of Orthopaedics, Sports and Manual Physiotherapy",18,Kalyan Nagar, Bangalore,100,80,700
Dr. Kalpana   (Physiotherapist),Physiotherapist,BPTh/BPT,16,Anna Nagar West, Chennai,96,183,600
Dr. Ankur Sharma   (Physiotherapist),Physiotherapist,BPTh/BPT,16,Malad West, Mumbai,99,89,600
Dr. Ramakumar N   (Physiotherapist),Physiotherapist,MPTh/MPT - Advanced PT in Neurology,12,Mandaveli, Chennai,0,0,600
Dr. Agalya   (Physiotherapist),Physiotherapist,BPTh/BPT,14,Electronics City, Bangalore,0,0,500
Dr. Mukesh Vyas   (Physiotherapist),Physiotherapist,BPTh/BPT,16,Kalewadi, Pune,100,29,400
Dr. Reena Chitnis   (Physiotherapist),Physiotherapist,BPTh/BPT,22,Mahim, Mumbai,99,79,2000
Dr. Vignesh Nimma   (Physiotherapist),Physiotherapist,BPTh/BPT,10,Dilsukhnagar, Hyderabad,0,0,650
Dr. Premlata Jaiswal   (Physiotherapist),Physiotherapist,BPTh/BPT,10,Mira Road, Mumbai,95,56,300
Dr. Sumit Thapar   (Physiotherapist),Physiotherapist,BPTh/BPT,8,Greater Kailash Part 1, Delhi,96,47,1000
Dr. Andrew Jaya Singh   (Physiotherapist),Physiotherapist,BPTh/BPT,16,Porur, Chennai,100,57,300
Dr. Binal Dave   (Physiotherapist),Physiotherapist,BPTh/BPT,15,Prabhadevi, Mumbai,100,119,1500
Dr. Susmitha Reddy   (Physiotherapist),Physiotherapist,BPTh/BPT,17,Kondapur, Hyderabad,95,64,400
Dr. Smita Wagh   (Physiotherapist),Physiotherapist,BPTh/BPT,16,Hadapsar, Pune,98,105,400
Dr. Sneha K Udayan   (Physiotherapist),Physiotherapist,BPTh/BPT,1,Jayanagar 7 Block, Bangalore,0,0,350
Dr. Ram   (Physiotherapist),Physiotherapist,BPTh/BPT,20,Nungambakkam, Chennai,98,100,300
Dr. Priya Darshini   (Physiotherapist),Physiotherapist,BPTh/BPT,2,Alwarthirunagar, Chennai,0,0,500
Dr. Naved Khan   (Physiotherapist),Physiotherapist,BPTh/BPT,12,Jamia Nagar, Delhi,100,20,350
Dr. Sejal Mistry   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",8,Linking Road, Mumbai,0,0,0
Dr. Avanthi Prabhakar   (Physiotherapist),Physiotherapist,BPTh/BPT,11,Kundalahalli, Bangalore,96,50,450
Dr. Chetan Parasar   (Physiotherapist),Physiotherapist,BPTh/BPT,14,Banashankari 2nd Stage, Bangalore,0,0,300
Dr. Anmol Thomas   (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",7,Indiranagar, Bangalore,0,0,1300
Dr. Pagilla Thirupathi   (Physiotherapist),Physiotherapist,BPTh/BPT,7,LB Nagar, Hyderabad,94,17,300
Dr. Kripal M Panchal   (Physiotherapist),Physiotherapist,BPTh/BPT,6,Malad East, Mumbai,0,0,1000
Dr. Shikha Agarwal   (Physiotherapist),Physiotherapist,MPTh/MPT - Musculoskeletal Physiotherapy,9,Saket, Delhi,0,0,700
Dr. Senthilkumar,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy, Diploma in Naturopathy & Yogic Science (DNYS)",12,Ashok Nagar, Chennai,99,67,400
Dr. Ankit Raj   (Physiotherapist),Physiotherapist,BPTh/BPT,9,Bannerghatta Road, Bangalore,0,0,300
Dr. Anand   (Physiotherapist),Physiotherapist,BPTh/BPT,19,Palavakkam, Chennai,0,0,400
Dr. M. M. Alam   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",18,Hauz Khas, Delhi,94,51,1000
Dr. Shailendra Kumar Saxena   (Physiotherapist),Physiotherapist,"MPTh/MPT - Neurological Physiotherapy, BPTh/BPT",16,Koramangala, Bangalore,0,0,400
Dr. K. Sivaramakrishnan   (Physiotherapist),Physiotherapist,BPTh/BPT,12,Alwarthirunagar, Chennai,99,547,300
Dr. J Mazumder   (Physiotherapist),Physiotherapist,BPTh/BPT,14,Jayanagar, Bangalore,0,0,400
Dr. Anjana Gupta   (Physiotherapist),Physiotherapist,Diploma in Physiotherapy,30,Greater Kailash Part 2, Delhi,92,131,700
Dr. Saragan S   (Physiotherapist),Physiotherapist,BPTh/BPT,4,Medavakkam, Chennai,0,0,400
Dr. K. Poongodi   (Physiotherapist),Physiotherapist,BPTh/BPT,18,Porur, Chennai,100,70,250
Dr. Nikhil N Nale   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",7,Powai, Mumbai,0,0,700
Dr. Zahabia Basrai   (Physiotherapist),Physiotherapist,BPTh/BPT,13,Churchgate, Mumbai,100,114,1500
Dr. Sachi Jaising   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Sciences",6,Kilpauk, Chennai,0,0,500
Dr. Kavitha Bhaskar   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,3,Peenya, Bangalore,100,12,500
Dr. Raksha Srinivasan   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy, MD - Acupuncture",12,Bannerghatta Road, Bangalore,100,31,500
Dr. Pooja Pandey Tripathi   (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",18,Bannerghatta Road, Bangalore,98,132,400
Dr. Ankur Mittal   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",14,Greater Kailash Part 1, Delhi,85,13,1000
Dr. Amulya   (Physiotherapist),Physiotherapist,"BPTh/BPT, PG Diploma in Cosmetology",12,Miyapur, Hyderabad,0,0,400
Dr. Lajja Shah   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",14,Ghatkopar East, Mumbai,96,56,800
Dr. Ushma Bhojani   (Physiotherapist),Physiotherapist,"PGD ND, BPTh/BPT",12,Malad West, Mumbai,100,35,1000
Dr. Vinit Satish Patil   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",16,Sinhagad Road, Pune,100,41,350
Dr. Rajaram Yalamaddi   (Physiotherapist),Physiotherapist,"Doctor Of Physical Therapy (DPT), BPTh/BPT, MSPT (Master of Physical Therapy)",18,Jubilee Hills, Hyderabad,100,30,1200
Dr. Ankit Srivastava   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Sciences",17,Viman Nagar, Pune,97,170,600
Dr. Nikitha Sowmya.N   (Physiotherapist),Physiotherapist,BPTh/BPT,4,HSR Layout, Bangalore,0,0,300
Dr. Relina Peris   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy, MSc. - Physiotherapy",9,Powai, Mumbai,92,12,0
Dr. H Sithi Riyala   (Physiotherapist),Physiotherapist,BPTh/BPT,14,Chromepet, Chennai,0,0,200
Dr. Swati Mundra   (Physiotherapist),Physiotherapist,BPTh/BPT,12,BTM Layout 2nd Stage, Bangalore,100,17,450
Dr. Dhvani Desai   (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,2,Mulund West, Mumbai,0,0,500
Dr. Gholam Sarwar   (Physiotherapist),Physiotherapist,"BPTh/BPT, Doctor of Chiropractic",14,Dwarka Sector 6, Delhi,99,347,600
Dr. Anirudha Vaidya   (Physiotherapist),Physiotherapist,BPTh/BPT,11,Pimpri-Chinchwad, Pune,100,12,500
Dr. Thejas Thomas   (Physiotherapist),Physiotherapist,BPTh/BPT,12,Cuffe Parade, Mumbai,0,0,350
Dr. Divya Krupa N   (Physiotherapist),Physiotherapist,BPTh/BPT,10,Kukatpally, Hyderabad,0,0,650
Dr. Namrata Pande   (Physiotherapist),Physiotherapist,BPTh/BPT,6,Viman Nagar, Pune,0,0,500
Dr. Karrthik Balasubramaniam   (Physiotherapist),Physiotherapist,BPTh/BPT,4,MG Road, Bangalore,0,0,1000
Dr. Kiran S Murthy   (Physiotherapist),Physiotherapist,"BPTh/BPT, Fellowship in Sports Science (FSS)",25,Banashankari 2nd Stage, Bangalore,97,805,400
Dr. Veena Sisodia   (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",18,HSR Layout, Bangalore,86,14,500
Dr. Nice Mathew   (Physiotherapist),Physiotherapist,"Masters of Physiotheraphy, BPTh/BPT",12,MS Palya, Bangalore,98,52,350
Dr. Ruchika Bhargava   (Physiotherapist),Physiotherapist,BPTh/BPT,15,Kasavanahalli, Bangalore,97,151,500
Dr. Priya Karande   (Physiotherapist),Physiotherapist,BPTh/BPT,8,Parel, Mumbai,100,27,500
Dr. Swanand Satish Kulkarni   (Physiotherapist),Physiotherapist,BPTh/BPT,12,Powai, Mumbai,0,0,800
Dr. Khushboo   (Physiotherapist),Physiotherapist,BPTh/BPT,13,Ghatkopar East, Mumbai,0,0,500
Dr. S Sivabalan   (Physiotherapist),Physiotherapist,"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT",14,Thiruvanmiyur, Chennai,98,273,500
Dr. Sobia Abraham   (Physiotherapist),Physiotherapist,BPTh/BPT,13,Viman Nagar, Pune,90,21,400
Dr. Manoj Wani,Physiotherapist,BPTh/BPT,14,Wakad, Pune,99,317,400
Dr. Sathish   (Physiotherapist),Physiotherapist,MPTh/MPT - Neurological Physiotherapy,5,Nagawara, Bangalore,0,0,400
Dr. Samson   (Physiotherapist),Physiotherapist,BPTh/BPT,16,CV Raman Nagar, Bangalore,100,26,800
Dr. Khyati Sanghvi   (Physiotherapist),Physiotherapist,BPTh/BPT,10,Ghatkopar East, Mumbai,0,0,0
Dr. K.Bala Saraswathi   (Physiotherapist),Physiotherapist,"MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy, BPTh/BPT",17,Chanda Nagar, Hyderabad,98,249,400
Dr. Snehal Gadhecha   (Physiotherapist),Physiotherapist,BPTh/BPT,9,Santacruz West, Mumbai,0,0,1200
Dr. Khyati   (Physiotherapist),Physiotherapist,BPTh/BPT,6,Pitampura, Delhi,100,11,500
Dr. Pallavi Singh   (Physiotherapist),Physiotherapist,BPTh/BPT,17,Vileparle East, Mumbai,98,382,1500
Dr. Varun Shanbhag   (Physiotherapist),Physiotherapist,"BPTh/BPT, Bachelor in TCM",11,Andheri West, Mumbai,100,88,600
Dr. K Shivani Dilip   (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",7,Tingare Nagar, Pune,97,33,400
Dr. Priyanka Shamanth   (Physiotherapist),Physiotherapist,BPTh/BPT,17,Basavanagudi, Bangalore,97,58,300
